,1,6,11,16,21,26,31,36,41,46
0,7131.886170831779,9490.128964530677,10181.736799598477,10595.724672018221,296762435.80336916,130313118206.79868,13048992199193.572,1261228917202669.8,1.2164988262872397e+17,1.0060406202241018e+19
